#user_id;user_gender;user_age;movie_id;movie_score;score_timestamp;movie_title;movie_year;movie_genre
1;F;30;2762;4;978302091;Sixth Sense, The;1999;Thriller
1;F;30;150;5;978301777;Apollo 13;1995;Drama
1;F;30;1;5;978824268;Toy Story;1995;Animation
1;F;30;1961;5;978301590;Rain Man;1988;Drama
1;F;30;1962;4;978301753;Driving Miss Daisy;1989;Drama
1;F;30;2692;4;978301570;Run Lola Run (Lola rennt);1998;Action
1;F;30;260;4;978300760;Star Wars: Episode IV - A New Hope;1977;Action
1;F;30;1028;5;978301777;Mary Poppins;1964;Children's
1;F;30;1029;5;978302205;Dumbo;1941;Animation
1;F;30;1207;4;978300719;To Kill a Mockingbird;1962;Drama
1;F;30;2028;5;978301619;Saving Private Ryan;1998;Action
1;F;30;531;4;978302149;Secret Garden, The;1993;Children's
1;F;30;3114;4;978302174;Toy Story 2;1999;Animation
1;F;30;608;4;978301398;Fargo;1996;Crime
1;F;30;1246;4;978302091;Dead Poets Society;1989;Drama
2;M;56;1357;5;978298709;Shine;1996;Drama
2;M;56;3068;4;978299000;Verdict, The;1982;Drama
2;M;56;1537;4;978299620;Shall We Dance? (Shall We Dansu?);1996;Comedy
2;M;56;647;3;978299351;Courage Under Fire;1996;Drama
2;M;56;2194;4;978299297;Untouchables, The;1987;Action
2;M;56;648;4;978299913;Mission: Impossible;1996;Action
2;M;56;2268;5;978299297;Few Good Men, A;1992;Crime
2;M;56;2628;3;978300051;Star Wars: Episode I - The Phantom Menace;1999;Action
2;M;56;1103;3;978298905;Rebel Without a Cause;1955;Drama
2;M;56;2916;3;978299809;Total Recall;1990;Action
2;M;56;3468;5;978298542;Hustler, The;1961;Drama
2;M;56;1210;4;978298151;Star Wars: Episode VI - Return of the Jedi;1983;Action
2;M;56;1792;3;978299941;U.S. Marshalls;1998;Action
2;M;56;1687;3;978300174;Jackal, The;1997;Action
2;M;56;1213;2;978298458;GoodFellas;1990;Crime
2;M;56;3578;5;978298958;Gladiator;2000;Action
2;M;56;2881;3;978300002;Double Jeopardy;1999;Action
2;M;56;3030;4;978298434;Yojimbo;1961;Comedy
2;M;56;1217;3;978298151;Ran;1985;Drama
2;M;56;3105;4;978298673;Awakenings;1990;Drama
2;M;56;434;2;978300174;Cliffhanger;1993;Action
2;M;56;2126;3;978300123;Snake Eyes;1998;Action
2;M;56;3107;2;978300002;Backdraft;1991;Action
2;M;56;3108;3;978299712;Fisher King, The;1991;Comedy
2;M;56;3035;4;978298625;Mister Roberts;1955;Comedy
2;M;56;1253;3;978299120;Day the Earth Stood Still, The;1951;Drama
2;M;56;1610;5;978299809;Hunt for Red October, The;1990;Action
2;M;56;292;3;978300123;Outbreak;1995;Action
2;M;56;2236;5;978299220;Simon Birch;1998;Drama
2;M;56;3071;4;978299120;Stand and Deliver;1987;Drama
2;M;56;902;2;978298905;Breakfast at Tiffany's;1961;Drama
2;M;56;368;4;978300002;Maverick;1994;Action
2;M;56;1259;5;978298841;Stand by Me;1986;Adventure
2;M;56;3147;5;978298652;Green Mile, The;1999;Drama
2;M;56;1544;4;978300174;Lost World: Jurassic Park, The;1997;Action
2;M;56;1293;5;978298261;Gandhi;1982;Drama
2;M;56;1188;4;978299620;Strictly Ballroom;1992;Comedy
2;M;56;3255;4;978299321;League of Their Own, A;1992;Comedy
2;M;56;3256;2;978299839;Patriot Games;1992;Action
2;M;56;3257;3;978300073;Bodyguard, The;1992;Action
2;M;56;110;5;978298625;Braveheart;1995;Action
2;M;56;2278;3;978299889;Ronin;1998;Action
2;M;56;2490;3;978299966;Payback;1999;Action
2;M;56;1834;4;978298813;Spanish Prisoner, The;1997;Drama
2;M;56;3471;5;978298814;Close Encounters of the Third Kind;1977;Drama
2;M;56;589;4;978299773;Terminator 2: Judgment Day;1991;Action
2;M;56;1690;3;978300051;Alien: Resurrection;1997;Action
2;M;56;3654;3;978298814;Guns of Navarone, The;1961;Action
2;M;56;2852;3;978298958;Soldier's Story, A;1984;Drama
2;M;56;1945;5;978298458;On the Waterfront;1954;Crime
2;M;56;982;4;978299269;Picnic;1955;Drama
2;M;56;1873;4;978298542;Misérables, Les;1998;Drama
2;M;56;2858;4;978298434;American Beauty;1999;Comedy
2;M;56;1225;5;978298391;Amadeus;1984;Drama
2;M;56;2028;4;978299773;Saving Private Ryan;1998;Action
2;M;56;515;5;978298542;Remains of the Day, The;1993;Drama
2;M;56;442;3;978300025;Demolition Man;1993;Action
2;M;56;2312;3;978299046;Children of a Lesser God;1986;Drama
2;M;56;265;4;978299026;Like Water for Chocolate (Como agua para chocolate);1992;Drama
2;M;56;1408;3;978299839;Last of the Mohicans, The;1992;Action
2;M;56;1084;3;978298813;Bonnie and Clyde;1967;Crime
2;M;56;3699;2;978299173;Starman;1984;Adventure
2;M;56;480;5;978299809;Jurassic Park;1993;Action
2;M;56;1442;4;978299297;Prefontaine;1997;Drama
2;M;56;2067;5;978298625;Doctor Zhivago;1965;Drama
2;M;56;1265;3;978299712;Groundhog Day;1993;Comedy
2;M;56;1370;5;978299889;Die Hard 2;1990;Action
2;M;56;1193;5;978298413;One Flew Over the Cuckoo's Nest;1975;Drama
2;M;56;1801;3;978300002;Man in the Iron Mask, The;1998;Action
2;M;56;1372;3;978299941;Star Trek VI: The Undiscovered Country;1991;Action
2;M;56;2353;4;978299861;Enemy of the State;1998;Action
2;M;56;3334;4;978298958;Key Largo;1948;Crime
2;M;56;2427;2;978299913;Thin Red Line, The;1998;Action
2;M;56;590;5;978299083;Dances with Wolves;1990;Adventure
2;M;56;1196;5;978298730;Star Wars: Episode V - The Empire Strikes Back;1980;Action
2;M;56;1552;3;978299941;Con Air;1997;Action
2;M;56;736;4;978300100;Twister;1996;Action
2;M;56;1198;4;978298124;Raiders of the Lost Ark;1981;Action
2;M;56;593;5;978298517;Silence of the Lambs, The;1991;Drama
2;M;56;2359;3;978299666;Waking Ned Devine;1998;Comedy
2;M;56;95;2;978300143;Broken Arrow;1996;Action
2;M;56;2717;3;978298196;Ghostbusters II;1989;Comedy
2;M;56;2571;4;978299773;Matrix, The;1999;Action
2;M;56;1917;3;978300174;Armageddon;1998;Action
2;M;56;2396;4;978299641;Shakespeare in Love;1998;Comedy
2;M;56;3735;3;978298814;Serpico;1973;Crime
2;M;56;1953;4;978298775;French Connection, The;1971;Action
2;M;56;1597;3;978300025;Conspiracy Theory;1997;Action
2;M;56;3809;3;978299712;What About Bob?;1991;Comedy
2;M;56;1954;5;978298841;Rocky;1976;Action
2;M;56;1955;4;978299200;Kramer Vs. Kramer;1979;Drama
2;M;56;235;3;978299351;Ed Wood;1994;Comedy
2;M;56;1124;5;978299418;On Golden Pond;1981;Drama
2;M;56;1957;5;978298750;Chariots of Fire;1981;Drama
2;M;56;163;4;978299809;Desperado;1995;Action
2;M;56;21;1;978299839;Get Shorty;1995;Action
2;M;56;165;3;978300002;Die Hard: With a Vengeance;1995;Action
2;M;56;2321;3;978299666;Pleasantville;1998;Comedy
2;M;56;1090;2;978298580;Platoon;1986;Drama
2;M;56;380;5;978299809;True Lies;1994;Action
2;M;56;2501;5;978298600;October Sky;1999;Drama
2;M;56;349;4;978299839;Clear and Present Danger;1994;Action
2;M;56;457;4;978299773;Fugitive, The;1993;Action
2;M;56;1096;4;978299386;Sophie's Choice;1982;Drama
2;M;56;920;5;978298775;Gone with the Wind;1939;Drama
2;M;56;459;3;978300002;Getaway, The;1994;Action
2;M;56;1527;4;978299839;Fifth Element, The;1997;Action
2;M;56;3418;4;978299809;Thelma & Louise;1991;Action
2;M;56;1385;3;978299966;Under Siege;1992;Action
2;M;56;3451;4;978298924;Guess Who's Coming to Dinner;1967;Comedy
2;M;56;3095;4;978298517;Grapes of Wrath, The;1940;Drama
2;M;56;780;3;978299966;Independence Day (ID4);1996;Action
2;M;56;498;3;978299418;Mr. Jones;1993;Drama
2;M;56;2728;3;978298881;Spartacus;1960;Drama
2;M;56;2002;5;978300100;Lethal Weapon 3;1992;Action
2;M;56;1962;5;978298813;Driving Miss Daisy;1989;Drama
2;M;56;1784;5;978298841;As Good As It Gets;1997;Comedy
2;M;56;2943;4;978298372;Indochine;1992;Drama
2;M;56;2006;3;978299861;Mask of Zorro, The;1998;Action
2;M;56;318;5;978298413;Shawshank Redemption, The;1994;Drama
2;M;56;1207;4;978298478;To Kill a Mockingbird;1962;Drama
2;M;56;1968;2;978298881;Breakfast Club, The;1985;Comedy
2;M;56;3678;3;978299250;Man with the Golden Arm, The;1955;Drama
2;M;56;1244;3;978299143;Manhattan;1979;Comedy
2;M;56;356;5;978299686;Forrest Gump;1994;Comedy
2;M;56;1245;2;978299200;Miller's Crossing;1990;Drama
2;M;56;1246;5;978299418;Dead Poets Society;1989;Drama
2;M;56;3893;1;978299535;Nurse Betty;2000;Comedy
2;M;56;1247;5;978298652;Graduate, The;1967;Drama
3;M;25;3421;4;978298147;Animal House;1978;Comedy
3;M;25;1641;2;978298430;Full Monty, The;1997;Comedy
3;M;25;648;3;978297867;Mission: Impossible;1996;Action
3;M;25;1394;4;978298147;Raising Arizona;1987;Comedy
3;M;25;3534;3;978297068;28 Days;2000;Comedy
3;M;25;104;4;978298486;Happy Gilmore;1996;Comedy
3;M;25;2735;4;978297867;Golden Child, The;1986;Action
3;M;25;1210;4;978297600;Star Wars: Episode VI - Return of the Jedi;1983;Action
3;M;25;1431;3;978297095;Beverly Hills Ninja;1997;Action
3;M;25;3868;3;978298486;Naked Gun: From the Files of Police Squad!, The;1988;Comedy
3;M;25;1079;5;978298296;Fish Called Wanda, A;1988;Comedy
3;M;25;2997;3;978298147;Being John Malkovich;1999;Comedy
3;M;25;1615;5;978297710;Edge, The;1997;Adventure
3;M;25;1291;4;978297600;Indiana Jones and the Last Crusade;1989;Action
3;M;25;1259;5;978298296;Stand by Me;1986;Adventure
3;M;25;653;4;978297757;Dragonheart;1996;Action
3;M;25;2167;5;978297600;Blade;1998;Action
3;M;25;1580;3;978297663;Men in Black;1997;Action
3;M;25;3619;2;978298201;Hollywood Knights, The;1980;Comedy
3;M;25;260;5;978297512;Star Wars: Episode IV - A New Hope;1977;Action
3;M;25;2858;4;978297039;American Beauty;1999;Comedy
3;M;25;3114;3;978298103;Toy Story 2;1999;Animation
3;M;25;1049;4;978297805;Ghost and the Darkness, The;1996;Action
3;M;25;1261;1;978297663;Evil Dead II (Dead By Dawn);1987;Action
3;M;25;552;4;978297837;Three Musketeers, The;1993;Action
3;M;25;480;4;978297690;Jurassic Park;1993;Action
3;M;25;1265;2;978298316;Groundhog Day;1993;Comedy
3;M;25;1266;5;978297396;Unforgiven;1992;Western
3;M;25;733;5;978297757;Rock, The;1996;Action
3;M;25;1196;4;978297539;Star Wars: Episode V - The Empire Strikes Back;1980;Action
3;M;25;590;4;978297439;Dances with Wolves;1990;Adventure
3;M;25;2355;5;978298430;Bug's Life, A;1998;Animation
3;M;25;1197;5;978297570;Princess Bride, The;1987;Action
3;M;25;1198;5;978297570;Raiders of the Lost Ark;1981;Action
3;M;25;1378;5;978297419;Young Guns;1988;Action
3;M;25;593;3;978297018;Silence of the Lambs, The;1991;Drama
3;M;25;1379;4;978297419;Young Guns II;1990;Action
3;M;25;3552;5;978298459;Caddyshack;1980;Comedy
3;M;25;1304;5;978298166;Butch Cassidy and the Sundance Kid;1969;Action
3;M;25;1270;3;978298231;Back to the Future;1985;Comedy
3;M;25;2470;4;978297777;Crocodile Dundee;1986;Adventure
3;M;25;3168;4;978297570;Easy Rider;1969;Adventure
3;M;25;2617;2;978297837;Mummy, The;1999;Action
3;M;25;1961;4;978297095;Rain Man;1988;Drama
3;M;25;3671;5;978297419;Blazing Saddles;1974;Comedy
3;M;25;2006;4;978297757;Mask of Zorro, The;1998;Action
3;M;25;2871;4;978297539;Deliverance;1972;Adventure
3;M;25;2115;4;978297777;Indiana Jones and the Temple of Doom;1984;Action
3;M;25;1968;4;978297068;Breakfast Club, The;1985;Comedy
3;M;25;1136;5;978298079;Monty Python and the Holy Grail;1974;Comedy
3;M;25;2081;4;978298504;Little Mermaid, The;1989;Animation
4;M;45;3468;5;978294008;Hustler, The;1961;Drama
4;M;45;1210;3;978293924;Star Wars: Episode VI - Return of the Jedi;1983;Action
4;M;45;2951;4;978294282;Fistful of Dollars, A;1964;Action
4;M;45;1214;4;978294260;Alien;1979;Action
4;M;45;1036;4;978294282;Die Hard;1988;Action
4;M;45;260;5;978294199;Star Wars: Episode IV - A New Hope;1977;Action
4;M;45;2028;5;978294230;Saving Private Ryan;1998;Action
4;M;45;480;4;978294008;Jurassic Park;1993;Action
4;M;45;1196;2;978294199;Star Wars: Episode V - The Empire Strikes Back;1980;Action
4;M;45;1198;5;978294199;Raiders of the Lost Ark;1981;Action
4;M;45;1954;5;978294282;Rocky;1976;Action
4;M;45;1097;4;978293964;E.T. the Extra-Terrestrial;1982;Children's
4;M;45;3418;4;978294260;Thelma & Louise;1991;Action
4;M;45;3702;4;978294260;Mad Max;1979;Action
4;M;45;2366;4;978294230;King Kong;1933;Action
4;M;45;1387;5;978294199;Jaws;1975;Action
4;M;45;3527;1;978294008;Predator;1987;Action
4;M;45;1201;5;978294230;Good, The Bad and The Ugly, The;1966;Action
4;M;45;2692;5;978294230;Run Lola Run (Lola rennt);1998;Action
4;M;45;2947;5;978294230;Goldfinger;1964;Action
4;M;45;1240;5;978294260;Terminator, The;1984;Action
5;M;25;2987;4;978243170;Who Framed Roger Rabbit?;1988;Adventure
5;M;25;2333;4;978242607;Gods and Monsters;1998;Drama
5;M;25;1175;5;978244759;Delicatessen;1991;Comedy
5;M;25;39;3;978245037;Clueless;1995;Comedy
5;M;25;288;2;978246585;Natural Born Killers;1994;Action
5;M;25;2337;5;978243121;Velvet Goldmine;1998;Drama
5;M;25;1535;4;978245513;Love! Valour! Compassion!;1997;Drama
5;M;25;1392;4;978245645;Citizen Ruth;1996;Comedy
5;M;25;2268;2;978246033;Few Good Men, A;1992;Crime
5;M;25;1466;3;978245695;Donnie Brasco;1997;Crime
5;M;25;860;2;978244493;Maybe, Maybe Not (Bewegte Mann, Der);1994;Comedy
5;M;25;1683;3;978246108;Wings of the Dove, The;1997;Drama
5;M;25;866;4;978245334;Bound;1996;Crime
5;M;25;1684;3;978244540;Mrs. Dalloway;1997;Romance
5;M;25;2916;1;978245645;Total Recall;1990;Action
5;M;25;2770;4;978241981;Bowfinger;1999;Comedy
5;M;25;215;3;978245422;Before Sunrise;1995;Drama
5;M;25;1759;4;978245513;Four Days in September;1997;Drama
5;M;25;501;1;978244001;Naked;1993;Drama
5;M;25;3578;2;978243803;Gladiator;2000;Action
5;M;25;506;4;978245999;Orlando;1993;Drama
5;M;25;1250;5;978241112;Bridge on the River Kwai, The;1957;Drama
5;M;25;3793;2;978243170;X-Men;2000;Action
5;M;25;509;4;978245829;Piano, The;1993;Drama
5;M;25;41;4;978244692;Richard III;1995;Drama
5;M;25;1610;4;978245645;Hunt for Red October, The;1990;Action
5;M;25;2058;1;978245740;Negotiator, The;1998;Action
5;M;25;3799;3;978243937;Pokémon the Movie 2000;2000;Animation
5;M;25;2997;5;978241556;Being John Malkovich;1999;Comedy
5;M;25;47;3;978245334;Seven (Se7en);1995;Crime
5;M;25;2700;4;978243085;South Park: Bigger, Longer and Uncut;1999;Animation
5;M;25;296;4;978244177;Pulp Fiction;1994;Crime
5;M;25;581;3;978244808;Celluloid Closet, The;1995;Documentary
5;M;25;1617;3;978244025;L.A. Confidential;1997;Crime
5;M;25;728;4;978244759;Cold Comfort Farm;1995;Comedy
5;M;25;299;3;978242934;Priest;1994;Drama
5;M;25;3079;2;978246162;Mansfield Park;1999;Drama
5;M;25;2560;4;978242977;Ravenous;1999;Drama
5;M;25;1909;3;978246479;X-Files: Fight the Future, The;1998;Mystery
5;M;25;150;2;978245763;Apollo 13;1995;Drama
5;M;25;224;3;978245829;Don Juan DeMarco;1995;Comedy
5;M;25;3728;2;978244568;One False Move;1991;Thriller
5;M;25;229;3;978246528;Death and the Maiden;1994;Drama
5;M;25;6;2;978245916;Heat;1995;Action
5;M;25;3006;3;978245422;Insider, The;1999;Drama
5;M;25;2858;4;978241390;American Beauty;1999;Comedy
5;M;25;1046;5;978244114;Beautiful Thing;1996;Drama
5;M;25;515;4;978245891;Remains of the Day, The;1993;Drama
5;M;25;800;2;978244540;Lone Star;1996;Drama
5;M;25;50;5;978244205;Usual Suspects, The;1995;Crime
5;M;25;52;2;978246479;Mighty Aphrodite;1995;Comedy
5;M;25;1191;2;978246426;Madonna: Truth or Dare;1991;Documentary
5;M;25;1192;5;978244493;Paris Is Burning;1990;Documentary
5;M;25;733;1;978245763;Rock, The;1996;Action
5;M;25;3081;3;978243054;Sleepy Hollow;1999;Horror
5;M;25;377;4;978245999;Speed;1994;Action
5;M;25;2353;3;978245790;Enemy of the State;1998;Action
5;M;25;1268;2;978245948;Pump Up the Volume;1990;Drama
5;M;25;3083;5;978244114;All About My Mother (Todo Sobre Mi Madre);1999;Comedy
5;M;25;2427;5;978246450;Thin Red Line, The;1998;Action
5;M;25;3513;1;978243896;Rules of Engagement;2000;Drama
5;M;25;2428;3;978242541;Faculty, The;1998;Horror
5;M;25;2355;5;978241981;Bug's Life, A;1998;Animation
5;M;25;2282;3;978244667;Pecker;1998;Comedy
5;M;25;3514;2;978243869;Joe Gould's Secret;2000;Drama
5;M;25;1554;3;978244540;Pillow Book, The;1995;Drama
5;M;25;1912;3;978244624;Out of Sight;1998;Action
5;M;25;593;4;978244177;Silence of the Lambs, The;1991;Drama
5;M;25;2359;3;978245568;Waking Ned Devine;1998;Comedy
5;M;25;2716;3;978242607;Ghostbusters;1984;Comedy
5;M;25;1485;3;978246576;Liar Liar;1997;Comedy
5;M;25;2717;1;978241072;Ghostbusters II;1989;Comedy
5;M;25;2571;5;978244493;Matrix, The;1999;Action
5;M;25;2289;4;978244568;Player, The;1992;Comedy
5;M;25;162;4;978244624;Crumb;1994;Documentary
5;M;25;1127;1;978241390;Abyss, The;1989;Action
5;M;25;3016;4;978242016;Creepshow;1982;Horror
5;M;25;2070;2;978243121;Tender Mercies;1983;Drama
5;M;25;1704;3;978244517;Good Will Hunting;1997;Drama
5;M;25;3163;5;978244852;Topsy-Turvy;1999;Drama
5;M;25;2437;2;978244759;Wilde;1997;Drama
5;M;25;2291;5;978244808;Edward Scissorhands;1990;Drama
5;M;25;1635;4;978245314;Ice Storm, The;1997;Drama
5;M;25;1279;1;978245314;Night on Earth;1991;Comedy
5;M;25;2721;3;978243121;Trick;1999;Romance
5;M;25;2723;4;978242788;Mystery Men;1999;Action
5;M;25;1921;4;978246162;Pi;1998;Sci-Fi
5;M;25;2725;2;978246162;Twin Falls Idaho;1999;Drama
5;M;25;1923;3;978245314;There's Something About Mary;1998;Comedy
5;M;25;2580;4;978242607;Go;1999;Crime
5;M;25;3386;2;978245948;JFK;1991;Drama
5;M;25;3744;1;978243896;Shaft;2000;Action
5;M;25;968;3;978242847;Night of the Living Dead;1968;Horror
5;M;25;896;4;978244493;Wild Reeds;1994;Drama
5;M;25;3020;1;978245916;Falling Down;1993;Action
5;M;25;1788;3;978244603;Men With Guns;1997;Action
5;M;25;318;3;978244177;Shawshank Redemption, The;1994;Drama
5;M;25;176;4;978244568;Living in Oblivion;1995;Comedy
5;M;25;461;3;978244893;Go Fish;1994;Drama
5;M;25;608;4;978244177;Fargo;1996;Crime
5;M;25;1429;3;978245829;Jackie Chan's First Strike;1996;Action
5;M;25;2159;1;978244808;Henry: Portrait of a Serial Killer;1990;Crime
5;M;25;1715;4;978245891;Office Killer;1997;Thriller
5;M;25;1643;3;978245916;Mrs. Brown (Her Majesty, Mrs. Brown);1997;Drama
5;M;25;3249;1;978245916;Hand That Rocks the Cradle, The;1992;Thriller
5;M;25;3176;2;978243085;Talented Mr. Ripley, The;1999;Drama
5;M;25;1719;3;978244205;Sweet Hereafter, The;1997;Drama
5;M;25;2806;2;978243085;Teaching Mrs. Tingle;1999;Comedy
5;M;25;2734;2;978242788;Mosquito Coast, The;1986;Drama
5;M;25;1649;4;978244667;Fast, Cheap & Out of Control;1997;Documentary
5;M;25;321;3;978245863;Strawberry and Chocolate (Fresa y chocolate);1993;Drama
5;M;25;2013;3;978242934;Poseidon Adventure, The;1972;Action
5;M;25;3100;1;978245645;River Runs Through It, A;1992;Drama
5;M;25;2952;2;978245790;Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight);1996;Crime
5;M;25;1213;5;978244177;GoodFellas;1990;Crime
5;M;25;1794;3;978245966;Love and Death on Long Island;1997;Comedy
5;M;25;2599;5;978242323;Election;1999;Comedy
5;M;25;1500;3;978245314;Grosse Pointe Blank;1997;Comedy
5;M;25;3105;2;978246576;Awakenings;1990;Drama
5;M;25;2959;4;978242541;Fight Club;1999;Drama
5;M;25;1509;3;978244962;All Over Me;1997;Drama
5;M;25;1721;1;978245763;Titanic;1997;Drama
5;M;25;1722;2;978246108;Tomorrow Never Dies;1997;Action
5;M;25;1650;3;978245314;Washington Square;1997;Drama
5;M;25;908;4;978241072;North by Northwest;1959;Drama
5;M;25;1580;4;978245999;Men in Black;1997;Action
5;M;25;1653;2;978245891;Gattaca;1997;Drama
5;M;25;2384;3;978245708;Babe: Pig in the City;1998;Children's
5;M;25;1729;4;978245763;Jackie Brown;1997;Crime
5;M;25;3476;3;978245916;Jacob's Ladder;1990;Horror
5;M;25;2890;4;978245445;Three Kings;1999;Drama
5;M;25;3113;1;978242323;End of Days;1999;Action
5;M;25;2028;2;978244053;Saving Private Ryan;1998;Action
5;M;25;16;3;978245645;Casino;1995;Drama
5;M;25;265;3;978245037;Like Water for Chocolate (Como agua para chocolate);1992;Drama
5;M;25;2029;4;978246555;Billy's Hollywood Screen Kiss;1997;Comedy
5;M;25;194;3;978246108;Smoke;1995;Drama
5;M;25;551;4;978246504;Nightmare Before Christmas, The;1993;Children's
5;M;25;1513;4;978242977;Romy and Michele's High School Reunion;1997;Comedy
5;M;25;3046;3;978244962;Incredibly True Adventure of Two Girls in Love, The;1995;Comedy
5;M;25;2318;4;978242640;Happiness;1998;Comedy
5;M;25;1517;4;978245568;Austin Powers: International Man of Mystery;1997;Comedy
5;M;25;1089;5;978244205;Reservoir Dogs;1992;Crime
5;M;25;3260;4;978245065;Howards End;1992;Drama
5;M;25;913;5;978242740;Maltese Falcon, The;1941;Film-Noir
5;M;25;1730;4;978244603;Kundun;1997;Drama
5;M;25;3408;3;978242323;Erin Brockovich;2000;Drama
5;M;25;3409;3;978242541;Final Destination;2000;Drama
5;M;25;2607;2;978242607;Get Real;1998;Drama
5;M;25;1449;4;978244830;Waiting for Guffman;1996;Comedy
5;M;25;1732;5;978245740;Big Lebowski, The;1998;Comedy
5;M;25;1733;3;978246450;Afterglow;1997;Drama
5;M;25;2390;4;978242679;Little Voice;1998;Comedy
5;M;25;1734;4;978245334;My Life in Pink (Ma vie en rose);1997;Comedy
5;M;25;3266;2;978246162;Man Bites Dog (C'est arrivé près de chez vous);1992;Action
5;M;25;3267;4;978244893;Mariachi, El;1992;Action
5;M;25;919;4;978241072;Wizard of Oz, The;1939;Adventure
5;M;25;3624;3;978243803;Shanghai Noon;2000;Action
5;M;25;2395;5;978243054;Rushmore;1998;Comedy
5;M;25;1594;1;978245548;In the Company of Men;1997;Drama
5;M;25;2683;3;978241434;Austin Powers: The Spy Who Shagged Me;1999;Comedy
5;M;25;412;2;978245891;Age of Innocence, The;1993;Drama
5;M;25;2759;3;978242080;Dick;1999;Comedy
5;M;25;994;5;978244540;Big Night;1996;Drama
5;M;25;1884;3;978246576;Fear and Loathing in Las Vegas;1998;Comedy
5;M;25;1885;4;978245568;Opposite of Sex, The;1998;Comedy
5;M;25;272;3;978245487;Madness of King George, The;1994;Drama
5;M;25;24;1;978242934;Powder;1995;Drama
5;M;25;3051;2;978241434;Anywhere But Here;1999;Drama
5;M;25;348;4;978245863;Bullets Over Broadway;1994;Comedy
5;M;25;2323;4;978245445;Cruise, The;1998;Documentary
5;M;25;1093;2;978242080;Doors, The;1991;Drama
5;M;25;29;5;978245065;City of Lost Children, The;1995;Adventure
5;M;25;562;4;978244603;Welcome to the Dollhouse;1995;Comedy
5;M;25;1095;4;978245065;Glengarry Glen Ross;1992;Drama
5;M;25;1527;3;978246479;Fifth Element, The;1997;Action
5;M;25;1529;4;978245037;Nowhere;1997;Drama
5;M;25;3418;3;978244962;Thelma & Louise;1991;Action
5;M;25;2188;1;978241390;54;1998;Drama
5;M;25;497;3;978245687;Much Ado About Nothing;1993;Comedy
5;M;25;202;2;978246033;Total Eclipse;1995;Drama
5;M;25;1747;2;978245663;Wag the Dog;1997;Comedy
5;M;25;2908;4;978241981;Boys Don't Cry;1999;Drama
5;M;25;2762;3;978243054;Sixth Sense, The;1999;Thriller
5;M;25;2692;4;978242977;Run Lola Run (Lola rennt);1998;Action
5;M;25;1966;2;978245931;Metropolitan;1990;Comedy
5;M;25;3499;3;978245065;Misery;1990;Horror
5;M;25;353;2;978246504;Crow, The;1994;Action
5;M;25;32;4;978244962;Twelve Monkeys;1995;Drama
5;M;25;1243;3;978244001;Rosencrantz and Guildenstern Are Dead;1990;Comedy
5;M;25;1897;4;978246426;High Art;1998;Drama
5;M;25;1171;4;978244852;Bob Roberts;1992;Comedy
5;M;25;3786;3;978241981;But I'm a Cheerleader;1999;Comedy
5;M;25;34;4;978244603;Babe;1995;Children's
